iter	MAPE
206	0.04439066993
207	0.04419123635
208	0.04396106898
209	0.04376085029
210	0.04356398034
211	0.04332635724
212	0.04313318291
213	0.04293742749
214	0.04274224918
215	0.04256943143
216	0.04241305025
217	0.04228732685
218	0.0420847786
219	0.0418500049
220	0.04168442831
221	0.04167867142
222	0.04153335542
223	0.04139442562
224	0.04136341683
225	0.04122070862
226	0.04100048854
227	0.04099355065
228	0.04085467688
229	0.04069104798
230	0.04068561837
231	0.04051942429
232	0.04036528192
233	0.04021954476
234	0.04021455488
235	0.040204844
236	0.04005030232
237	0.03990197059
238	0.0397672102
239	0.03959581907
240	0.03944437548
241	0.03928807436
242	0.03928279747
243	0.03914743469
244	0.03901141415
245	0.0388990792
246	0.03879305978
247	0.03866540275
248	0.03853109127
249	0.03835326883
250	0.03826721427
251	0.03814868324
252	0.03797560782
253	0.03787635049
254	0.03776392839
255	0.03762265134
256	0.03750416858
257	0.03736910995
258	0.03725754453
259	0.03712613197
260	0.03702689464
261	0.03691351496
262	0.03684591161
263	0.03681009658
264	0.036805277
265	0.03670521049
266	0.03657108453
267	0.0364752488
268	0.03640845547
269	0.03637421667
270	0.03637116108
271	0.03628390375
272	0.03615930831
273	0.03607544917
274	0.03606106123
275	0.03594748225
276	0.03584831999
277	0.03580334501
278	0.03570408629
279	0.03561121651
280	0.03555414304
281	0.03547674703
282	0.03547160341
283	0.0353756519
284	0.03528613153
285	0.0352797794
286	0.03527466181
287	0.03523804932
288	0.03515197038
289	0.03506353394
290	0.03499190073
291	0.03490777927
292	0.03481849479
293	0.03477737481
294	0.03477315521
295	0.03470100964
296	0.03466942319
297	0.03461246074
298	0.03458166598
299	0.03450009066
300	0.03445069306
301	0.03444286525
302	0.03440055512
303	0.03432004343
304	0.03428983596
305	0.03421391004
306	0.03411669571
307	0.03401832455
308	0.03395559094
309	0.03386768652
310	0.03379913947
311	0.03375342887
312	0.0336534935
313	0.03353888374
314	0.0334583923
315	0.03341169217
316	0.03338394845
317	0.03338259047
318	0.03334026786
319	0.0333206985
320	0.03321711532
321	0.03317139262
322	0.03305819173
323	0.03294621432
324	0.03285684882
325	0.03277009198
326	0.03268144438
327	0.03266299278
328	0.03261535052
329	0.0325976428
330	0.03254454755
331	0.03250811825
332	0.03243180053
333	0.03237063084
334	0.03230883228
335	0.03224886706
336	0.03215895303
337	0.03213648216
338	0.03205221224
339	0.0319925033
340	0.03195310275
341	0.03187293999
342	0.03185274083
343	0.03184755951
344	0.03178569473
345	0.03172449705
346	0.03162957801
347	0.03162378085
348	0.03158973671
349	0.03158787755
350	0.03155501091
351	0.03152687578
352	0.03147173989
353	0.03143607529
354	0.03137263992
355	0.03135667234
356	0.03129270861
357	0.03123276219
358	0.03122139776
359	0.03120675914
360	0.03119375362
361	0.03113326169
362	0.03112189551
363	0.031072055
364	0.03107001389
365	0.03106263333
366	0.03105896875
367	0.03105482804
368	0.03104626598
369	0.03104106064
370	0.03098141724
371	0.03092623045
372	0.03090056548
373	0.03084238082
374	0.03082913361
375	0.03076049794
376	0.03070246025
377	0.03066428191
378	0.03059114168
379	0.03058809568
380	0.03053683552
381	0.03052332241
382	0.03044128534
383	0.03040333682
384	0.0303739473
385	0.03036783522
386	0.03035572965
387	0.03030463618
388	0.03029777119
389	0.03026323266
390	0.03026081171
391	0.03025883303
392	0.03025192101
393	0.03024515496
394	0.03022933216
395	0.03018339692
396	0.03018058179
397	0.03017792805
398	0.03017484912
399	0.03015947231
400	0.03015582881
401	0.03015047055
402	0.03013475356
403	0.03013272261
404	0.03008682273
405	0.03008434985
406	0.03008131974
407	0.03007056458
408	0.03005746257
409	0.03004282858
410	0.0300356427
411	0.0299684234
412	0.02996645909
413	0.0299635976
414	0.02993523745
415	0.02989126975
416	0.02983645992
417	0.02982434565
418	0.02982229679
419	0.02978235085
420	0.02973917185
421	0.0297264
422	0.02972506101
423	0.02970656829
424	0.02968584186
425	0.02966591978
426	0.02962342855
427	0.02956016222
428	0.02953954263
429	0.02952452972
430	0.0295220707
431	0.02952043876
432	0.0294998107
433	0.02949838655
434	0.02944876413
435	0.02944203783
436	0.02943933469
437	0.02939347021
438	0.0293838499
439	0.0293397822
440	0.02929133913
441	0.02928366868
442	0.02927572774
443	0.02927187236
444	0.02926465107
445	0.02926350736
446	0.0292362599
447	0.02921823201
448	0.02917714966
449	0.02912685314
450	0.02907800555
451	0.02907663611
452	0.02902274877
453	0.02900530821
454	0.02900173152
455	0.02899460015
456	0.02899114022
457	0.02896810928
458	0.02895682903
459	0.02891019607
460	0.02890907623
461	0.02885949636
462	0.02881350169
463	0.02880088963
464	0.02879962016
465	0.02879577412
466	0.02877143887
467	0.0287640017
468	0.02875832765
469	0.02875480991
470	0.02874602788
471	0.02874183831
472	0.02873718522
473	0.02873027125
474	0.02872955143
475	0.02872891854
476	0.02872631225
477	0.02871862485
478	0.02871674466
479	0.02871365138
480	0.02871222181
481	0.02871045283
482	0.02870723126
483	0.02870251338
484	0.02869893489
485	0.02868812393
486	0.02868574526
487	0.02868000789
488	0.02867869687
489	0.02867710439
490	0.02867054523
491	0.02866747832
492	0.02866120867
493	0.02864882436
494	0.02863838004
495	0.02859046773
496	0.0285893977
497	0.02855611653
498	0.02852276832
499	0.02852075848
500	0.0285179788
501	0.02850596162
502	0.02850179867
503	0.02849106361
504	0.0284888181
505	0.028476886
506	0.02847449587
507	0.02846698915
508	0.0284644279
509	0.02846271735
510	0.02846211237
511	0.02846095556
512	0.02844909349
513	0.02844753165
514	0.02843219615
515	0.02842750067
516	0.02842383638
517	0.02841724688
518	0.02840089998
519	0.02838507363
520	0.02838047664
521	0.02837922067
522	0.02837412591
523	0.0283367053
524	0.02832340233
525	0.02830272816
526	0.02829672113
527	0.02829352811
528	0.02829198904
529	0.02829057126
530	0.02827983815
531	0.02823495946
532	0.02823138082
533	0.02822720442
534	0.02822660793
535	0.02821665264
536	0.0281733837
537	0.02816401005
538	0.02816252364
539	0.02812680742
540	0.02808693531
541	0.02805382335
542	0.02805326149
543	0.02801349103
544	0.02797851153
545	0.02797545457
546	0.02793795578
547	0.02793581001
548	0.02789932431
549	0.02789441682
550	0.02789350717
551	0.02785781762
552	0.02782321213
553	0.02781669656
554	0.02778106251
555	0.02777713907
556	0.02776842612
557	0.02776772533
558	0.02776706142
559	0.02775966797
560	0.02774919688
561	0.02771836126
562	0.02770618364
563	0.02770559512
564	0.02767007669
565	0.02766337863
566	0.02765763588
567	0.02765718525
568	0.0276568364
569	0.02765471322
570	0.02765429278
571	0.02765397054
572	0.02765338983
573	0.02765288705
574	0.02765259067
575	0.0276522534
576	0.02764146527
577	0.02763974764
578	0.02763962148
579	0.02760250538
580	0.02757110052
581	0.027570693
582	0.02757044814
583	0.02756989001
584	0.02756666075
585	0.02756388021
586	0.02756334904
587	0.02755301545
588	0.02754844839
589	0.02754001192
590	0.02753574471
591	0.02750398007
592	0.0274664167
593	0.02746464209
594	0.02745660395
595	0.02742759539
596	0.02742606893
597	0.02742332327
598	0.02742213288
599	0.02739303375
600	0.02738464983
601	0.02738404179
602	0.02738276467
603	0.0273816023
604	0.02738091825
605	0.02737333743
606	0.02736658775
607	0.02736600071
608	0.02733389471
609	0.02732507123
610	0.02732376457
611	0.02731551007
612	0.0273148385
613	0.02731284966
614	0.02731138644
615	0.02730881205
616	0.0273071667
617	0.02730665269
618	0.02729509859
619	0.02729453742
620	0.02728977671
621	0.02728926173
622	0.02728498324
623	0.02728079658
624	0.0272804196
625	0.02727552619
626	0.02727503152
627	0.02727375027
628	0.02727276885
629	0.02727234077
630	0.02726377502
631	0.02725563479
632	0.02725508332
633	0.02725351122
634	0.02725177303
635	0.02723791089
636	0.0272374185
637	0.02720194351
638	0.02720147365
639	0.02720066945
640	0.02719640098
641	0.02719608011
642	0.02716787288
643	0.02715147072
644	0.02715059807
645	0.02713787379
646	0.02712720744
647	0.02710094358
648	0.0270985424
649	0.02709790981
650	0.02706760973
651	0.02706704778
652	0.02706621684
653	0.02706371544
654	0.02706327299
655	0.0270584768
656	0.02705806728
657	0.0270558559
658	0.027016503
659	0.02697416142
660	0.02697250156
661	0.02697017433
662	0.02692851048
663	0.02692614534
664	0.02692556284
665	0.02692494882
666	0.02692235049
667	0.02691967932
668	0.02691729645
669	0.02691689509
670	0.02691665193
671	0.02691590707
672	0.02691536937
673	0.02691488717
674	0.02691046324
675	0.02690994232
676	0.02690912202
677	0.02690628461
678	0.02690594993
679	0.02690553846
680	0.02690033948
681	0.02690017635
682	0.02689757205
683	0.02689441436
684	0.02688753617
685	0.02688719547
686	0.0268868437
687	0.02688609334
688	0.02685352039
689	0.02681265748
690	0.02680844298
691	0.02678792845
692	0.02678760236
693	0.02678724338
694	0.02678712985
695	0.02678629805
696	0.02678597423
697	0.02678570092
698	0.02678543543
699	0.02678534304
700	0.02678491181
701	0.02678473774
702	0.02678444945
703	0.02678424957
704	0.02677967516
705	0.0267753523
706	0.02676828131
707	0.0267678419
708	0.0267675768
709	0.02676290658
710	0.0267627423
711	0.02676265964
712	0.02676254471
713	0.02676129228
714	0.02676079869
715	0.0267602942
716	0.02676010635
717	0.02675979097
718	0.02675937526
719	0.02675898908
720	0.02675879718
721	0.02675753495
722	0.02675704879
723	0.0267559493
724	0.02675481446
725	0.02675439723
726	0.02675401742
727	0.02674993916
728	0.02674957871
729	0.02674767306
730	0.02674727061
731	0.02674704316
732	0.02674615545
733	0.02674593091
734	0.02674567202
735	0.02674499468
736	0.02674359668
737	0.02674259434
738	0.02674125369
739	0.0267403181
740	0.02673903302
741	0.02673837587
742	0.02673824026
743	0.02673809022
744	0.02673797166
745	0.0267365517
746	0.02673531633
747	0.02673318988
748	0.02673171224
749	0.02673105666
750	0.02673088254
751	0.02672971208
752	0.02672761392
753	0.02672634519
754	0.02672610507
755	0.02672577672
756	0.02672496284
757	0.02672473807
758	0.02672456192
759	0.02672326029
760	0.02672281517
761	0.02672222755
762	0.02672201262
763	0.026720586
764	0.02671787023
765	0.02671648215
766	0.02670998507
767	0.02670350653
768	0.02669741074
769	0.02669554936
770	0.02668961324
771	0.02668642746
772	0.02668503309
773	0.02668426711
774	0.02667925393
775	0.02667899952
776	0.02667877347
777	0.02667831903
778	0.02667799226
779	0.02667578526
780	0.02667502805
781	0.02667491153
782	0.02667274123
783	0.02667050085
784	0.02667015633
785	0.02666945795
786	0.02666283518
787	0.02666246765
788	0.02666202224
789	0.02666181195
790	0.02666157684
791	0.02666141532
792	0.02666104565
793	0.02666082015
794	0.02665973217
795	0.02665951731
796	0.02665933767
797	0.02665920914
798	0.02665761952
799	0.02665549991
